Player,Action,Destination,Depth,Value
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,BA,3,18.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,BB,3,30.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,BC,3,84.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,BD,3,48.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,C,3,87.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,D,3,40.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,E,3,59.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,F,3,55.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,G,3,54.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,H,3,47.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,I,3,91.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,J,3,30.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,K,3,98.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,L,3,102.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,N,3,54.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,O,3,48.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,P,3,66.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,Q,3,60.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,R,3,61.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,S,3,21.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,T,3,86.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,U,3,72.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,V,3,58.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,W,3,34.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,X,3,94.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,Y,3,10.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,Z,3,35.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Paratroop Drop,M,1,52.0
Confederacy,Paratroop Drop,AC,2,-Infinity
Union,Force March,D,3,-15.0
Confederacy,Paratroop Drop,AC,2,-15.0
Union,Force March,L,3,47.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,A,3,0.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,AA,3,-26.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,AB,3,-50.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,AD,3,-42.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,B,3,-10.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,BA,3,-37.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,BB,3,-25.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,BC,3,29.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,BD,3,-7.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,C,3,32.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,D,3,-15.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,E,3,4.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,F,3,0.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,G,3,-1.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,H,3,-8.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,I,3,36.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,J,3,-25.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,K,3,43.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,L,3,47.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,N,3,-1.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,O,3,-7.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,P,3,11.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,Q,3,5.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,R,3,6.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,S,3,-34.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,T,3,31.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,U,3,17.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,V,3,3.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,W,3,-21.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,X,3,39.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,Y,3,-45.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,Z,3,-20.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Paratroop Drop,M,1,47.0
Confederacy,Paratroop Drop,AD,2,-Infinity
Union,Force March,D,3,32.0
Confederacy,Paratroop Drop,AD,2,32.0
Union,Force March,L,3,94.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,A,3,47.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,AA,3,21.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,AB,3,-3.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,AC,3,52.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,B,3,37.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,BA,3,10.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,BB,3,22.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,BC,3,76.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,BD,3,40.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,C,3,79.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,D,3,32.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,E,3,51.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,F,3,47.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,G,3,46.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,H,3,39.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,I,3,83.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,J,3,22.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,K,3,90.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,L,3,94.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,N,3,46.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,O,3,40.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,P,3,58.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,Q,3,52.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,R,3,53.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,S,3,13.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,T,3,78.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,U,3,64.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,V,3,50.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,W,3,26.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,X,3,86.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,Y,3,2.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,Z,3,27.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Paratroop Drop,M,1,47.0
Confederacy,Paratroop Drop,B,2,-Infinity
Union,Force March,D,3,0.0
Confederacy,Paratroop Drop,B,2,0.0
Union,Force March,L,3,62.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,A,3,15.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,AA,3,-11.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,AB,3,-35.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,AC,3,20.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,AD,3,-27.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,BA,3,-22.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,BB,3,-10.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,BC,3,44.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,BD,3,8.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,C,3,47.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,D,3,0.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,E,3,19.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,F,3,15.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,G,3,14.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,H,3,7.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,I,3,51.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,J,3,-10.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,K,3,58.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,L,3,62.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,N,3,14.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,O,3,8.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,P,3,26.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,Q,3,20.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,R,3,21.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,S,3,-19.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,T,3,46.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,U,3,32.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,V,3,18.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,W,3,-6.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,X,3,54.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,Y,3,-30.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,Z,3,-5.0
Confederacy,Paratroop Drop,B,2,62.0
Union,Paratroop Drop,M,1,47.0
Confederacy,Paratroop Drop,BA,2,-Infinity
Union,Force March,D,3,27.0
Confederacy,Paratroop Drop,BA,2,27.0
Union,Force March,L,3,89.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,A,3,42.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,AA,3,16.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,AB,3,-8.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,AC,3,47.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,AD,3,0.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,B,3,32.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,BB,3,17.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,BC,3,71.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,BD,3,35.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,C,3,74.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,D,3,27.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,E,3,46.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,F,3,42.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,G,3,41.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,H,3,34.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,I,3,78.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,J,3,17.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,K,3,85.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,L,3,89.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,N,3,41.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,O,3,35.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,P,3,53.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,Q,3,47.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,R,3,48.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,S,3,8.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,T,3,73.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,U,3,59.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,V,3,45.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,W,3,21.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,X,3,81.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,Y,3,-3.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,Z,3,22.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Paratroop Drop,M,1,47.0
Confederacy,Paratroop Drop,BB,2,-Infinity
Union,Force March,D,3,15.0
Confederacy,Paratroop Drop,BB,2,15.0
Union,Force March,L,3,77.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,A,3,30.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,AA,3,4.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,AB,3,-20.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,AC,3,35.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,AD,3,-12.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,B,3,20.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,BA,3,-7.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,BC,3,59.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,BD,3,23.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,C,3,62.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,D,3,15.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,E,3,34.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,F,3,30.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,G,3,29.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,H,3,22.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,I,3,66.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,J,3,5.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,K,3,73.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,L,3,77.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,N,3,29.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,O,3,23.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,P,3,41.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,Q,3,35.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,R,3,36.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,S,3,-4.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,T,3,61.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,U,3,47.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,V,3,33.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,W,3,9.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,X,3,69.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,Y,3,-15.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,Z,3,10.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Paratroop Drop,M,1,47.0
Confederacy,Paratroop Drop,BC,2,-Infinity
Union,Force March,D,3,-39.0
Confederacy,Paratroop Drop,BC,2,-39.0
Union,Force March,L,3,23.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,A,3,-24.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,AA,3,-50.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,AB,3,-74.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,AC,3,-19.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,AD,3,-66.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,B,3,-34.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,BA,3,-61.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,BB,3,-49.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,BD,3,-31.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,C,3,8.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,D,3,-39.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,E,3,-20.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,F,3,-24.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,G,3,-25.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,H,3,-32.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,I,3,12.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,J,3,-49.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,K,3,19.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,L,3,23.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,N,3,-25.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,O,3,-31.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,P,3,-13.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,Q,3,-19.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,R,3,-18.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,S,3,-58.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,T,3,7.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,U,3,-7.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,V,3,-21.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,W,3,-45.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,X,3,15.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,Y,3,-69.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,Z,3,-44.0
Confederacy,Paratroop Drop,BC,2,23.0
Union,Paratroop Drop,M,1,23.0
Confederacy,Paratroop Drop,BD,2,-Infinity
Union,Force March,D,3,-3.0
Confederacy,Paratroop Drop,BD,2,-3.0
Union,Force March,L,3,59.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,A,3,12.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,AA,3,-14.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,AB,3,-38.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,AC,3,17.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,AD,3,-30.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,B,3,2.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,BA,3,-25.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,BB,3,-13.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,BC,3,41.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,C,3,44.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,D,3,-3.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,E,3,16.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,F,3,12.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,G,3,11.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,H,3,4.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,I,3,48.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,J,3,-13.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,K,3,55.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,L,3,59.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,N,3,11.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,O,3,5.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,P,3,23.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,Q,3,17.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,R,3,18.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,S,3,-22.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,T,3,43.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,U,3,29.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,V,3,15.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,W,3,-9.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,X,3,51.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,Y,3,-33.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,Z,3,-8.0
Confederacy,Paratroop Drop,BD,2,59.0
Union,Paratroop Drop,M,1,23.0
Confederacy,Paratroop Drop,C,2,-Infinity
Union,Force March,D,3,124.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Force March,L,3,20.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,A,3,-27.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,AA,3,-53.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,AB,3,-77.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,AC,3,-22.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,AD,3,-69.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,B,3,-37.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,BA,3,-64.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,BB,3,-52.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,BC,3,2.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,BD,3,-34.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,D,3,-42.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,E,3,-23.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,F,3,-27.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,G,3,-28.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,H,3,-35.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,I,3,9.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,J,3,-52.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,K,3,16.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,L,3,20.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,N,3,-28.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,O,3,-34.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,P,3,-16.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,Q,3,-22.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,R,3,-21.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,S,3,-61.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,T,3,4.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,U,3,-10.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,V,3,-24.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,W,3,-48.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,X,3,12.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,Y,3,-72.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,Z,3,-47.0
Confederacy,Paratroop Drop,C,2,124.0
Union,Paratroop Drop,M,1,23.0
Confederacy,Paratroop Drop,D,2,-Infinity
Union,Force March,L,3,67.0
Confederacy,Paratroop Drop,D,2,67.0
Union,Paratroop Drop,A,3,20.0
Confederacy,Paratroop Drop,D,2,67.0
Union,Paratroop Drop,AA,3,-6.0
Confederacy,Paratroop Drop,D,2,67.0
Union,Paratroop Drop,AB,3,-30.0
Confederacy,Paratroop Drop,D,2,67.0
Union,Paratroop Drop,AC,3,25.0
Confederacy,Paratroop Drop,D,2,67.0
Union,Paratroop Drop,AD,3,-22.0
Confederacy,Paratroop Drop,D,2,67.0
Union,Paratroop Drop,B,3,10.0
Confederacy,Paratroop Drop,D,2,67.0
Union,Paratroop Drop,BA,3,-17.0
